,timestamp,time,name,startTime,endTime,minUsed
0,1556929622642,530023,YouTube Music,2019-05-04 00:27:02.642,2019-05-04 00:35:52.665,8.833716666666668
1,1556930152665,2155,YouTube Music,2019-05-04 00:35:52.665,2019-05-04 00:35:54.820,0.035916666666666666
2,1556930154851,170,카카오톡,2019-05-04 00:35:54.851,2019-05-04 00:35:55.021,0.0028333333333333335
3,1556930155021,113,카카오톡,2019-05-04 00:35:55.021,2019-05-04 00:35:55.134,0.0018833333333333334
4,1556930155134,76,카카오톡,2019-05-04 00:35:55.134,2019-05-04 00:35:55.210,0.0012666666666666666
5,1556930155210,82,카카오톡,2019-05-04 00:35:55.210,2019-05-04 00:35:55.292,0.0013666666666666666
6,1556930155292,28596,카카오톡,2019-05-04 00:35:55.292,2019-05-04 00:36:23.888,0.4766
7,1556930183901,6016,Samsung Experience 홈,2019-05-04 00:36:23.901,2019-05-04 00:36:29.917,0.10026666666666667
8,1556930189949,1093,카카오톡,2019-05-04 00:36:29.949,2019-05-04 00:36:31.042,0.018216666666666666
9,1556930191042,19,카카오톡,2019-05-04 00:36:31.042,2019-05-04 00:36:31.061,0.00031666666666666665
10,1556930191061,57,카카오톡,2019-05-04 00:36:31.061,2019-05-04 00:36:31.118,0.00095
11,1556930191118,56,카카오톡,2019-05-04 00:36:31.118,2019-05-04 00:36:31.174,0.0009333333333333333
12,1556930191174,1795,카카오톡,2019-05-04 00:36:31.174,2019-05-04 00:36:32.969,0.029916666666666668
13,1556930192969,18,카카오톡,2019-05-04 00:36:32.969,2019-05-04 00:36:32.987,0.0003
14,1556930192987,10370,카카오톡,2019-05-04 00:36:32.987,2019-05-04 00:36:43.357,0.17283333333333334
15,1556930203370,1282,Samsung Experience 홈,2019-05-04 00:36:43.370,2019-05-04 00:36:44.652,0.021366666666666666
16,1556930204693,15176,Facebook,2019-05-04 00:36:44.693,2019-05-04 00:36:59.869,0.25293333333333334
17,1556930219886,12331,Samsung Experience 홈,2019-05-04 00:36:59.886,2019-05-04 00:37:12.217,0.20551666666666665
18,1556930232247,431697,YouTube Music,2019-05-04 00:37:12.247,2019-05-04 00:44:23.944,7.19495
19,1556930663963,6213,Samsung Experience 홈,2019-05-04 00:44:23.963,2019-05-04 00:44:30.176,0.10355
20,1556930670205,1937,Paco,2019-05-04 00:44:30.205,2019-05-04 00:44:32.142,0.03228333333333333
21,1556930672142,14,Paco,2019-05-04 00:44:32.142,2019-05-04 00:44:32.156,0.00023333333333333333
22,1556930672156,13423,Paco,2019-05-04 00:44:32.156,2019-05-04 00:44:45.579,0.22371666666666667
23,1556930685579,19,Paco,2019-05-04 00:44:45.579,2019-05-04 00:44:45.598,0.00031666666666666665
24,1556930685598,15331,Paco,2019-05-04 00:44:45.598,2019-05-04 00:45:00.929,0.25551666666666667
25,1556930700942,41540,Samsung Experience 홈,2019-05-04 00:45:00.942,2019-05-04 00:45:42.482,0.6923333333333334
26,1556930742523,61450,Samsung Music,2019-05-04 00:45:42.523,2019-05-04 00:46:43.973,1.0241666666666667
27,1556930803994,4390,Samsung Experience 홈,2019-05-04 00:46:43.994,2019-05-04 00:46:48.384,0.07316666666666667
28,1556930808439,15586,Polar Beat,2019-05-04 00:46:48.439,2019-05-04 00:47:04.025,0.25976666666666665
29,1556930824041,64861,Samsung Experience 홈,2019-05-04 00:47:04.041,2019-05-04 00:48:08.902,1.0810166666666667
30,1556930888902,108099,Samsung Experience 홈,2019-05-04 00:48:08.902,2019-05-04 00:49:57.001,1.80165
31,1556930997001,1908,Samsung Experience 홈,2019-05-04 00:49:57.001,2019-05-04 00:49:58.909,0.0318
32,1556930998954,210450,삼성 인터넷,2019-05-04 00:49:58.954,2019-05-04 00:53:29.404,3.5075
33,1556931209453,40,카카오톡,2019-05-04 00:53:29.453,2019-05-04 00:53:29.493,0.0006666666666666666
34,1556931209493,20,카카오톡,2019-05-04 00:53:29.493,2019-05-04 00:53:29.513,0.0003333333333333333
35,1556931209513,37046,카카오톡,2019-05-04 00:53:29.513,2019-05-04 00:54:06.559,0.6174333333333333
36,1556931246559,13,카카오톡,2019-05-04 00:54:06.559,2019-05-04 00:54:06.572,0.00021666666666666666
37,1556931246572,1215,카카오톡,2019-05-04 00:54:06.572,2019-05-04 00:54:07.787,0.02025
38,1556931247802,231,Samsung Experience 홈,2019-05-04 00:54:07.802,2019-05-04 00:54:08.033,0.00385
39,1556931248080,21333,삼성 인터넷,2019-05-04 00:54:08.080,2019-05-04 00:54:29.413,0.35555
40,1556931269459,37,카카오톡,2019-05-04 00:54:29.459,2019-05-04 00:54:29.496,0.0006166666666666666
41,1556931269496,19,카카오톡,2019-05-04 00:54:29.496,2019-05-04 00:54:29.515,0.00031666666666666665
42,1556931269515,7557,카카오톡,2019-05-04 00:54:29.515,2019-05-04 00:54:37.072,0.12595
43,1556931277098,3509,모바일	티머니,2019-05-04 00:54:37.098,2019-05-04 00:54:40.607,0.05848333333333333
44,1556931280648,15732,카카오톡,2019-05-04 00:54:40.648,2019-05-04 00:54:56.380,0.2622
45,1556931296380,16,카카오톡,2019-05-04 00:54:56.380,2019-05-04 00:54:56.396,0.0002666666666666667
46,1556931296396,979,카카오톡,2019-05-04 00:54:56.396,2019-05-04 00:54:57.375,0.016316666666666667
47,1556931297392,184,Samsung Experience 홈,2019-05-04 00:54:57.392,2019-05-04 00:54:57.576,0.0030666666666666668
48,1556931297629,7633,모바일	티머니,2019-05-04 00:54:57.629,2019-05-04 00:55:05.262,0.12721666666666667
49,1556931305286,36,삼성 인터넷,2019-05-04 00:55:05.286,2019-05-04 00:55:05.322,0.0006
50,1556931305322,32,삼성 인터넷,2019-05-04 00:55:05.322,2019-05-04 00:55:05.354,0.0005333333333333334
51,1556931305354,450061,삼성 인터넷,2019-05-04 00:55:05.354,2019-05-04 01:02:35.415,7.501016666666667
52,1556931755459,46,카카오톡,2019-05-04 01:02:35.459,2019-05-04 01:02:35.505,0.0007666666666666667
53,1556931755505,19,카카오톡,2019-05-04 01:02:35.505,2019-05-04 01:02:35.524,0.00031666666666666665
54,1556931755524,21279,카카오톡,2019-05-04 01:02:35.524,2019-05-04 01:02:56.803,0.35465
55,1556931776824,246,Samsung Experience 홈,2019-05-04 01:02:56.824,2019-05-04 01:02:57.070,0.0041
56,1556931777114,4486,삼성 인터넷,2019-05-04 01:02:57.114,2019-05-04 01:03:01.600,0.07476666666666666
57,1556931781625,1264,Samsung Experience 홈,2019-05-04 01:03:01.625,2019-05-04 01:03:02.889,0.021066666666666668
58,1556931782932,3348,Polar Beat,2019-05-04 01:03:02.932,2019-05-04 01:03:06.280,0.0558
59,1556931786297,468,Samsung Experience 홈,2019-05-04 01:03:06.297,2019-05-04 01:03:06.765,0.0078
60,1556931786834,121285,삼성 인터넷,2019-05-04 01:03:06.834,2019-05-04 01:05:08.119,2.0214166666666666
61,1556931908146,370,Samsung Experience 홈,2019-05-04 01:05:08.146,2019-05-04 01:05:08.516,0.006166666666666667
62,1556931908592,1956,Polar Beat,2019-05-04 01:05:08.592,2019-05-04 01:05:10.548,0.0326
63,1556931910565,2120,Samsung Experience 홈,2019-05-04 01:05:10.565,2019-05-04 01:05:12.685,0.035333333333333335
64,1556931912729,24,카카오톡,2019-05-04 01:05:12.729,2019-05-04 01:05:12.753,0.0004
65,1556931912753,17,카카오톡,2019-05-04 01:05:12.753,2019-05-04 01:05:12.770,0.00028333333333333335
66,1556931912770,14402,카카오톡,2019-05-04 01:05:12.770,2019-05-04 01:05:27.172,0.24003333333333332
67,1556931927172,12,카카오톡,2019-05-04 01:05:27.172,2019-05-04 01:05:27.184,0.0002
68,1556931927184,4147,카카오톡,2019-05-04 01:05:27.184,2019-05-04 01:05:31.331,0.06911666666666667
69,1556931931347,1783,Samsung Experience 홈,2019-05-04 01:05:31.347,2019-05-04 01:05:33.130,0.029716666666666666
70,1556931933169,692,Polar Beat,2019-05-04 01:05:33.169,2019-05-04 01:05:33.861,0.011533333333333333
71,1556931933877,2576,Samsung Experience 홈,2019-05-04 01:05:33.877,2019-05-04 01:05:36.453,0.04293333333333333
72,1556931936492,616,Polar Beat,2019-05-04 01:05:36.492,2019-05-04 01:05:37.108,0.010266666666666667
73,1556931937131,2339,Samsung Experience 홈,2019-05-04 01:05:37.131,2019-05-04 01:05:39.470,0.038983333333333335
74,1556931939522,1326,Polar Beat,2019-05-04 01:05:39.522,2019-05-04 01:05:40.848,0.0221
75,1556931940874,2667,Samsung Experience 홈,2019-05-04 01:05:40.874,2019-05-04 01:05:43.541,0.04445
76,1556931943581,1737,삼성 인터넷,2019-05-04 01:05:43.581,2019-05-04 01:05:45.318,0.02895
77,1556931945337,5556,Samsung Experience 홈,2019-05-04 01:05:45.337,2019-05-04 01:05:50.893,0.0926
78,1556931950938,1005,Paco,2019-05-04 01:05:50.938,2019-05-04 01:05:51.943,0.01675
79,1556931951956,3731,Samsung Experience 홈,2019-05-04 01:05:51.956,2019-05-04 01:05:55.687,0.062183333333333334
80,1556931955711,11401,Facebook,2019-05-04 01:05:55.711,2019-05-04 01:06:07.112,0.19001666666666667
81,1556931967112,47,Facebook,2019-05-04 01:06:07.112,2019-05-04 01:06:07.159,0.0007833333333333334
82,1556931967159,4575,Facebook,2019-05-04 01:06:07.159,2019-05-04 01:06:11.734,0.07625
83,1556931971774,25,카카오톡,2019-05-04 01:06:11.774,2019-05-04 01:06:11.799,0.0004166666666666667
84,1556931971799,18,카카오톡,2019-05-04 01:06:11.799,2019-05-04 01:06:11.817,0.0003
85,1556931971817,1256,카카오톡,2019-05-04 01:06:11.817,2019-05-04 01:06:13.073,0.020933333333333335
86,1556931973073,12,카카오톡,2019-05-04 01:06:13.073,2019-05-04 01:06:13.085,0.0002
87,1556931973085,1046,카카오톡,2019-05-04 01:06:13.085,2019-05-04 01:06:14.131,0.017433333333333332
88,1556931974131,18,카카오톡,2019-05-04 01:06:14.131,2019-05-04 01:06:14.149,0.0003
89,1556931974149,3774,카카오톡,2019-05-04 01:06:14.149,2019-05-04 01:06:17.923,0.0629
90,1556931977923,13,카카오톡,2019-05-04 01:06:17.923,2019-05-04 01:06:17.936,0.00021666666666666666
91,1556931977936,979,카카오톡,2019-05-04 01:06:17.936,2019-05-04 01:06:18.915,0.016316666666666667
92,1556931978915,14,카카오톡,2019-05-04 01:06:18.915,2019-05-04 01:06:18.929,0.00023333333333333333
93,1556931978929,16364,카카오톡,2019-05-04 01:06:18.929,2019-05-04 01:06:35.293,0.2727333333333333
94,1556931995316,262,Samsung Experience 홈,2019-05-04 01:06:35.316,2019-05-04 01:06:35.578,0.004366666666666666
95,1556931995635,3406,Facebook,2019-05-04 01:06:35.635,2019-05-04 01:06:39.041,0.05676666666666667
96,1556931999041,23,Facebook,2019-05-04 01:06:39.041,2019-05-04 01:06:39.064,0.00038333333333333334
97,1556931999064,29820,Facebook,2019-05-04 01:06:39.064,2019-05-04 01:07:08.884,0.497
98,1556932028937,36,카카오톡,2019-05-04 01:07:08.937,2019-05-04 01:07:08.973,0.0006
99,1556932028973,19,카카오톡,2019-05-04 01:07:08.973,2019-05-04 01:07:08.992,0.00031666666666666665
100,1556932028992,14188,카카오톡,2019-05-04 01:07:08.992,2019-05-04 01:07:23.180,0.23646666666666666
101,1556932043180,12,카카오톡,2019-05-04 01:07:23.180,2019-05-04 01:07:23.192,0.0002
102,1556932043192,2735,카카오톡,2019-05-04 01:07:23.192,2019-05-04 01:07:25.927,0.04558333333333333
103,1556932045927,13,카카오톡,2019-05-04 01:07:25.927,2019-05-04 01:07:25.940,0.00021666666666666666
104,1556932045940,28865,카카오톡,2019-05-04 01:07:25.940,2019-05-04 01:07:54.805,0.4810833333333333
105,1556932074805,18,카카오톡,2019-05-04 01:07:54.805,2019-05-04 01:07:54.823,0.0003
106,1556932074823,1612,카카오톡,2019-05-04 01:07:54.823,2019-05-04 01:07:56.435,0.026866666666666667
107,1556932076435,16,카카오톡,2019-05-04 01:07:56.435,2019-05-04 01:07:56.451,0.0002666666666666667
108,1556932076451,10728,카카오톡,2019-05-04 01:07:56.451,2019-05-04 01:08:07.179,0.1788
109,1556932087197,228,Samsung Experience 홈,2019-05-04 01:08:07.197,2019-05-04 01:08:07.425,0.0038
110,1556932087515,73226,Facebook,2019-05-04 01:08:07.515,2019-05-04 01:09:20.741,1.2204333333333333
111,1556932160818,59,카카오톡,2019-05-04 01:09:20.818,2019-05-04 01:09:20.877,0.0009833333333333332
112,1556932160877,46,카카오톡,2019-05-04 01:09:20.877,2019-05-04 01:09:20.923,0.0007666666666666667
113,1556932160923,13209,카카오톡,2019-05-04 01:09:20.923,2019-05-04 01:09:34.132,0.22015
114,1556932174132,18,카카오톡,2019-05-04 01:09:34.132,2019-05-04 01:09:34.150,0.0003
115,1556932174150,992,카카오톡,2019-05-04 01:09:34.150,2019-05-04 01:09:35.142,0.016533333333333334
116,1556932175142,15,카카오톡,2019-05-04 01:09:35.142,2019-05-04 01:09:35.157,0.00025
117,1556932175157,38026,카카오톡,2019-05-04 01:09:35.157,2019-05-04 01:10:13.183,0.6337666666666667
118,1556932213183,19,카카오톡,2019-05-04 01:10:13.183,2019-05-04 01:10:13.202,0.00031666666666666665
119,1556932213202,1158,카카오톡,2019-05-04 01:10:13.202,2019-05-04 01:10:14.360,0.0193
120,1556932214360,14,카카오톡,2019-05-04 01:10:14.360,2019-05-04 01:10:14.374,0.00023333333333333333
121,1556932214374,6027,카카오톡,2019-05-04 01:10:14.374,2019-05-04 01:10:20.401,0.10045
122,1556932220401,25,카카오톡,2019-05-04 01:10:20.401,2019-05-04 01:10:20.426,0.0004166666666666667
123,1556932220426,1997,카카오톡,2019-05-04 01:10:20.426,2019-05-04 01:10:22.423,0.03328333333333333
124,1556932222443,276,Samsung Experience 홈,2019-05-04 01:10:22.443,2019-05-04 01:10:22.719,0.0046
125,1556932222756,52448,Facebook,2019-05-04 01:10:22.756,2019-05-04 01:11:15.204,0.8741333333333333
126,1556932275204,35,Facebook,2019-05-04 01:11:15.204,2019-05-04 01:11:15.239,0.0005833333333333334
